review_id,hotel_id,rating,publish_decision,rejection_reasons,sentiment,summary
R206,HOTEL_001,3,REJECT,"[""LINK_MENTIONED""]",SENTIMENT_NEUTRAL,"Average stay, decent location. Check www.fakehotel.com"
R207,HOTEL_001,2,PUBLISH,[],SENTIMENT_NEGATIVE,"Terrible hotel, bathroom was dirty"
R208,HOTEL_001,5,PUBLISH,[],SENTIMENT_POSITIVE,Excellent hotel with nice location
R209,HOTEL_001,3,PUBLISH,[],SENTIMENT_NEUTRAL,"Hotel was okay, nothing special"
R210,HOTEL_001,2,PUBLISH,[],SENTIMENT_NEGATIVE,"Terrible hotel, bathroom was dirty"
R211,HOTEL_001,1,PUBLISH,[],SENTIMENT_NEGATIVE,Poor maintenance and rude staff
R212,HOTEL_001,3,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_NEUTRAL,"Hotel was okay, nothing special. I paid 6000 per night"
R213,HOTEL_001,3,REJECT,"[""LINK_MENTIONED""]",SENTIMENT_NEUTRAL,"Average stay, decent location. Price is too high for this hotel. More details at..."
R214,HOTEL_001,3,REJECT,"[""PRICE_MENTIONED"", ""PHONE_NUMBER_MENTIONED""]",SENTIMENT_NEUTRAL,"Okay experience, food was average. I paid 6000 per night. My number is 912345678..."
R215,HOTEL_001,4,REJECT,"[""EMAIL_MENTIONED""]",SENTIMENT_POSITIVE,"Very nice hotel, will visit again. Contact: demo@yahoo.com"
R216,HOTEL_001,1,REJECT,"[""PRICE_MENTIONED"", ""PHONE_NUMBER_MENTIONED""]",SENTIMENT_POSITIVE,"Not good, rooms were smelly. Cost was ₹4500. My number is 9123456789"
R217,HOTEL_001,3,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_NEUTRAL,"Hotel was okay, nothing special. Cost was ₹4500"
R218,HOTEL_001,3,PUBLISH,[],SENTIMENT_NEUTRAL,Rooms were fine but service was slow
R219,HOTEL_001,2,PUBLISH,[],SENTIMENT_NEGATIVE,"Bad experience, noisy at night. Price is too high for this hotel"
R220,HOTEL_001,1,REJECT,"[""PRICE_MENTIONED"", ""PHONE_NUMBER_MENTIONED""]",SENTIMENT_NEGATIVE,Poor maintenance and rude staff. I paid 6000 per night. My number is 9123456789
R221,HOTEL_001,3,PUBLISH,[],SENTIMENT_POSITIVE,"Nothing great, nothing terrible"
R222,HOTEL_001,3,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_NEUTRAL,"Average stay, decent location. Tariff was 5000 INR"
R223,HOTEL_001,3,REJECT,"[""EMAIL_MENTIONED""]",SENTIMENT_NEUTRAL,"Okay experience, food was average. Email me at test@gmail.com"
R224,HOTEL_001,3,REJECT,"[""PHONE_NUMBER_MENTIONED""]",SENTIMENT_NEUTRAL,"Okay experience, food was average. Call me at 9876543210"
R225,HOTEL_001,5,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_POSITIVE,Excellent hotel with nice location. Cost was ₹4500
R226,HOTEL_001,4,PUBLISH,[],SENTIMENT_POSITIVE,Amazing service and clean bathroom
R227,HOTEL_001,1,PUBLISH,[],SENTIMENT_NEGATIVE,Poor maintenance and rude staff
R228,HOTEL_001,3,PUBLISH,[],SENTIMENT_NEUTRAL,"Hotel was okay, nothing special"
R229,HOTEL_001,1,PUBLISH,[],SENTIMENT_NEGATIVE,"Bad experience, noisy at night. Price is too high for this hotel"
R230,HOTEL_001,3,PUBLISH,[],SENTIMENT_NEUTRAL,"Hotel was okay, nothing special"
R231,HOTEL_001,5,PUBLISH,[],SENTIMENT_POSITIVE,"Very nice hotel, will visit again"
R232,HOTEL_001,3,PUBLISH,[],SENTIMENT_NEUTRAL,"Okay experience, food was average"
R233,HOTEL_001,1,REJECT,"[""LINK_MENTIONED""]",SENTIMENT_NEGATIVE,"Terrible hotel, bathroom was dirty. More details at http://spamlink.com"
R234,HOTEL_001,5,REJECT,"[""PRICE_MENTIONED"", ""PHONE_NUMBER_MENTIONED""]",SENTIMENT_POSITIVE,Excellent hotel with nice location. I paid 6000 per night. My number is 91234567...
R235,HOTEL_001,3,REJECT,"[""PHONE_NUMBER_MENTIONED""]",SENTIMENT_NEUTRAL,"Okay experience, food was average. Call me at 9876543210"
R236,HOTEL_001,3,REJECT,"[""PHONE_NUMBER_MENTIONED"", ""EMAIL_MENTIONED""]",SENTIMENT_NEUTRAL,Rooms were fine but service was slow. My number is 9123456789. Email me at test@...
R237,HOTEL_001,3,PUBLISH,[],SENTIMENT_NEUTRAL,Rooms were fine but service was slow
R238,HOTEL_001,2,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_NEGATIVE,"Terrible hotel, bathroom was dirty. Tariff was 5000 INR"
R239,HOTEL_001,3,REJECT,"[""PRICE_MENTIONED"", ""LINK_MENTIONED""]",SENTIMENT_NEUTRAL,"Average stay, decent location. Cost was ₹4500. More details at http://spamlink.c..."
R240,HOTEL_001,3,REJECT,"[""PHONE_NUMBER_MENTIONED""]",SENTIMENT_NEUTRAL,"Average stay, decent location. My number is 9123456789"
R241,HOTEL_001,3,PUBLISH,[],SENTIMENT_NEUTRAL,"Hotel was okay, nothing special"
R242,HOTEL_001,3,REJECT,"[""PHONE_NUMBER_MENTIONED""]",SENTIMENT_NEUTRAL,"Hotel was okay, nothing special. My number is 9123456789"
R243,HOTEL_001,3,PUBLISH,[],SENTIMENT_NEUTRAL,"Average stay, decent location"
R244,HOTEL_001,1,REJECT,"[""LINK_MENTIONED""]",SENTIMENT_NEGATIVE,"Terrible hotel, bathroom was dirty. More details at http://spamlink.com"
R245,HOTEL_001,2,PUBLISH,[],SENTIMENT_NEGATIVE,"Terrible hotel, bathroom was dirty. Price is too high for this hotel"
R246,HOTEL_001,1,REJECT,"[""EMAIL_MENTIONED""]",SENTIMENT_NEGATIVE,Poor maintenance and rude staff. Contact: demo@yahoo.com
R247,HOTEL_001,5,PUBLISH,[],SENTIMENT_POSITIVE,Excellent hotel with nice location
R248,HOTEL_001,4,PUBLISH,[],SENTIMENT_POSITIVE,Amazing service and clean bathroom
R249,HOTEL_001,4,PUBLISH,[],SENTIMENT_NEUTRAL,Loved the breakfast and the staff behavior
R250,HOTEL_001,2,PUBLISH,[],SENTIMENT_NEGATIVE,"Terrible hotel, bathroom was dirty"
R251,HOTEL_001,5,REJECT,"[""LINK_MENTIONED""]",SENTIMENT_POSITIVE,"Very nice hotel, will visit again. More details at http://spamlink.com"
R252,HOTEL_001,5,PUBLISH,[],SENTIMENT_POSITIVE,Amazing service and clean bathroom
R253,HOTEL_001,3,PUBLISH,[],SENTIMENT_NEUTRAL,Rooms were fine but service was slow
R254,HOTEL_001,1,REJECT,"[""PRICE_MENTIONED"", ""EMAIL_MENTIONED""]",SENTIMENT_NEGATIVE,"Worst stay ever, very dirty rooms. Email me at test@gmail.com"
R255,HOTEL_001,2,REJECT,"[""PRICE_MENTIONED"", ""LINK_MENTIONED""]",SENTIMENT_NEGATIVE,"Worst stay ever, very dirty rooms. Cost was ₹4500. More details at http://spamli..."
R256,HOTEL_001,3,REJECT,"[""EMAIL_MENTIONED""]",SENTIMENT_NEUTRAL,Rooms were fine but service was slow. Email me at test@gmail.com
R257,HOTEL_001,1,PUBLISH,[],SENTIMENT_NEGATIVE,Poor maintenance and rude staff
R258,HOTEL_001,5,PUBLISH,[],SENTIMENT_POSITIVE,Amazing service and clean bathroom. Price is too high for this hotel
R259,HOTEL_001,3,PUBLISH,[],SENTIMENT_NEUTRAL,"Average stay, decent location"
R260,HOTEL_001,1,REJECT,"[""PHONE_NUMBER_MENTIONED""]",SENTIMENT_NEGATIVE,"Terrible hotel, bathroom was dirty. Call me at 9876543210"
R261,HOTEL_001,2,PUBLISH,[],SENTIMENT_NEGATIVE,"Terrible hotel, bathroom was dirty"
R262,HOTEL_001,3,REJECT,"[""PHONE_NUMBER_MENTIONED""]",SENTIMENT_NEUTRAL,Rooms were fine but service was slow. Call me at 9876543210
R263,HOTEL_001,1,PUBLISH,[],SENTIMENT_NEGATIVE,Poor maintenance and rude staff
R264,HOTEL_001,3,REJECT,"[""EMAIL_MENTIONED"", ""LINK_MENTIONED""]",SENTIMENT_NEUTRAL,Rooms were fine but service was slow. Email me at test@gmail.com. More details a...
R265,HOTEL_001,2,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_NEGATIVE,Poor maintenance and rude staff. Cost was ₹4500
R266,HOTEL_001,3,PUBLISH,[],SENTIMENT_NEUTRAL,Rooms were fine but service was slow. Price is too high for this hotel
R267,HOTEL_001,1,REJECT,"[""PHONE_NUMBER_MENTIONED""]",SENTIMENT_NEGATIVE,"Terrible hotel, bathroom was dirty. My number is 9123456789"
R268,HOTEL_001,3,REJECT,"[""EMAIL_MENTIONED""]",SENTIMENT_NEUTRAL,"Hotel was okay, nothing special. Email me at test@gmail.com"
R269,HOTEL_001,1,REJECT,"[""PHONE_NUMBER_MENTIONED""]",SENTIMENT_NEGATIVE,"Bad experience, noisy at night. My number is 9123456789"
R270,HOTEL_001,1,REJECT,"[""PRICE_MENTIONED"", ""EMAIL_MENTIONED""]",SENTIMENT_NEGATIVE,"Worst stay ever, very dirty rooms. Email me at test@gmail.com"
R271,HOTEL_001,4,PUBLISH,[],SENTIMENT_NEUTRAL,Loved the breakfast and the staff behavior
R272,HOTEL_001,1,PUBLISH,[],SENTIMENT_POSITIVE,"Not good, rooms were smelly"
R273,HOTEL_001,1,PUBLISH,[],SENTIMENT_NEGATIVE,"Terrible hotel, bathroom was dirty"
R274,HOTEL_001,2,REJECT,"[""PHONE_NUMBER_MENTIONED""]",SENTIMENT_NEGATIVE,"Terrible hotel, bathroom was dirty. My number is 9123456789"
R275,HOTEL_001,3,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_NEUTRAL,"Hotel was okay, nothing special. Cost was ₹4500"
R276,HOTEL_001,3,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_NEUTRAL,"Hotel was okay, nothing special. Cost was ₹4500"
R277,HOTEL_001,3,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_NEUTRAL,"Okay experience, food was average. I paid 6000 per night"
R278,HOTEL_001,3,PUBLISH,[],SENTIMENT_NEUTRAL,Rooms were fine but service was slow
R279,HOTEL_001,1,PUBLISH,[],SENTIMENT_POSITIVE,"Not good, rooms were smelly"
R280,HOTEL_001,1,PUBLISH,[],SENTIMENT_POSITIVE,"Not good, rooms were smelly"
R281,HOTEL_001,1,PUBLISH,[],SENTIMENT_NEGATIVE,"Terrible hotel, bathroom was dirty"
R282,HOTEL_001,4,REJECT,"[""EMAIL_MENTIONED""]",SENTIMENT_POSITIVE,"Great stay, very clean rooms and friendly staff. Contact: demo@yahoo.com"
R283,HOTEL_001,2,REJECT,"[""PHONE_NUMBER_MENTIONED""]",SENTIMENT_NEGATIVE,"Terrible hotel, bathroom was dirty. My number is 9123456789"
R284,HOTEL_001,3,REJECT,"[""PHONE_NUMBER_MENTIONED""]",SENTIMENT_NEUTRAL,"Hotel was okay, nothing special. Call me at 9876543210"
R285,HOTEL_001,2,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_NEGATIVE,"Worst stay ever, very dirty rooms"
R286,HOTEL_001,4,REJECT,"[""PHONE_NUMBER_MENTIONED"", ""EMAIL_MENTIONED""]",SENTIMENT_POSITIVE,"Very nice hotel, will visit again. Call me at 9876543210. Contact: demo@yahoo.co..."
R287,HOTEL_001,3,REJECT,"[""PRICE_MENTIONED"", ""PHONE_NUMBER_MENTIONED""]",SENTIMENT_NEUTRAL,"Average stay, decent location. Cost was ₹4500. Call me at 9876543210"
R288,HOTEL_001,4,PUBLISH,[],SENTIMENT_POSITIVE,"Very nice hotel, will visit again"
R289,HOTEL_001,4,REJECT,"[""LINK_MENTIONED""]",SENTIMENT_POSITIVE,Amazing service and clean bathroom. Price is too high for this hotel. More detai...
R290,HOTEL_001,2,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_NEGATIVE,"Worst stay ever, very dirty rooms. Cost was ₹4500"
R291,HOTEL_001,3,REJECT,"[""LINK_MENTIONED""]",SENTIMENT_NEUTRAL,"Average stay, decent location. Check www.fakehotel.com"
R292,HOTEL_001,1,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_NEGATIVE,Poor maintenance and rude staff. I paid 6000 per night
R293,HOTEL_001,1,PUBLISH,[],SENTIMENT_POSITIVE,"Not good, rooms were smelly"
R294,HOTEL_001,3,PUBLISH,[],SENTIMENT_POSITIVE,"Nothing great, nothing terrible"
R295,HOTEL_001,3,PUBLISH,[],SENTIMENT_POSITIVE,"Nothing great, nothing terrible"
R296,HOTEL_001,3,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_NEUTRAL,"Average stay, decent location. Cost was ₹4500"
R297,HOTEL_001,5,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_NEUTRAL,Loved the breakfast and the staff behavior. I paid 6000 per night
R298,HOTEL_001,4,PUBLISH,[],SENTIMENT_POSITIVE,"Very nice hotel, will visit again"
R299,HOTEL_001,3,PUBLISH,[],SENTIMENT_NEUTRAL,Rooms were fine but service was slow
R300,HOTEL_001,3,REJECT,"[""EMAIL_MENTIONED""]",SENTIMENT_NEUTRAL,"Average stay, decent location. Contact: demo@yahoo.com"
R301,HOTEL_001,1,PUBLISH,[],SENTIMENT_NEGATIVE,Poor maintenance and rude staff
R302,HOTEL_001,1,REJECT,"[""PRICE_MENTIONED"", ""LINK_MENTIONED""]",SENTIMENT_NEGATIVE,"Worst stay ever, very dirty rooms. Check www.fakehotel.com"
R303,HOTEL_001,5,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_POSITIVE,Excellent hotel with nice location. Tariff was 5000 INR
R304,HOTEL_001,3,PUBLISH,[],SENTIMENT_NEUTRAL,Rooms were fine but service was slow
R305,HOTEL_001,2,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_NEGATIVE,"Bad experience, noisy at night. Tariff was 5000 INR"
R306,HOTEL_001,3,PUBLISH,[],SENTIMENT_NEUTRAL,"Hotel was okay, nothing special"
R307,HOTEL_001,2,PUBLISH,[],SENTIMENT_NEGATIVE,"Bad experience, noisy at night. Price is too high for this hotel"
R308,HOTEL_001,5,REJECT,"[""PRICE_MENTIONED"", ""EMAIL_MENTIONED""]",SENTIMENT_POSITIVE,"Very nice hotel, will visit again. Cost was ₹4500. Contact: demo@yahoo.com"
R309,HOTEL_001,2,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_NEGATIVE,"Worst stay ever, very dirty rooms. Cost was ₹4500"
R310,HOTEL_001,4,PUBLISH,[],SENTIMENT_NEUTRAL,Loved the breakfast and the staff behavior
R311,HOTEL_001,5,PUBLISH,[],SENTIMENT_POSITIVE,Amazing service and clean bathroom
R312,HOTEL_001,5,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_NEUTRAL,Loved the breakfast and the staff behavior. I paid 6000 per night
R313,HOTEL_001,3,REJECT,"[""EMAIL_MENTIONED""]",SENTIMENT_NEUTRAL,"Okay experience, food was average. Contact: demo@yahoo.com"
R314,HOTEL_001,1,PUBLISH,[],SENTIMENT_NEGATIVE,"Bad experience, noisy at night"
R315,HOTEL_001,5,REJECT,"[""PHONE_NUMBER_MENTIONED"", ""LINK_MENTIONED""]",SENTIMENT_NEUTRAL,Loved the breakfast and the staff behavior. My number is 9123456789. More detail...
R316,HOTEL_001,3,PUBLISH,[],SENTIMENT_NEUTRAL,"Okay experience, food was average"
R317,HOTEL_001,3,PUBLISH,[],SENTIMENT_NEUTRAL,"Average stay, decent location"
R318,HOTEL_001,1,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_NEGATIVE,"Worst stay ever, very dirty rooms. Cost was ₹4500"
R319,HOTEL_001,4,REJECT,"[""EMAIL_MENTIONED""]",SENTIMENT_NEUTRAL,Loved the breakfast and the staff behavior. Price is too high for this hotel. Em...
R320,HOTEL_001,5,PUBLISH,[],SENTIMENT_POSITIVE,"Very nice hotel, will visit again"
R321,HOTEL_001,3,REJECT,"[""EMAIL_MENTIONED""]",SENTIMENT_POSITIVE,"Nothing great, nothing terrible. Email me at test@gmail.com"
R322,HOTEL_001,1,PUBLISH,[],SENTIMENT_NEGATIVE,"Terrible hotel, bathroom was dirty"
R323,HOTEL_001,1,REJECT,"[""EMAIL_MENTIONED""]",SENTIMENT_NEGATIVE,"Bad experience, noisy at night. Email me at test@gmail.com"
R324,HOTEL_001,2,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_NEGATIVE,"Worst stay ever, very dirty rooms. Cost was ₹4500"
R325,HOTEL_001,2,REJECT,"[""PHONE_NUMBER_MENTIONED""]",SENTIMENT_NEGATIVE,Poor maintenance and rude staff. My number is 9123456789
R326,HOTEL_001,3,PUBLISH,[],SENTIMENT_NEUTRAL,"Average stay, decent location"
R327,HOTEL_001,3,PUBLISH,[],SENTIMENT_NEUTRAL,"Average stay, decent location"
R328,HOTEL_001,4,PUBLISH,[],SENTIMENT_NEUTRAL,Loved the breakfast and the staff behavior
R329,HOTEL_001,5,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_NEUTRAL,Loved the breakfast and the staff behavior. Tariff was 5000 INR
R330,HOTEL_001,1,REJECT,"[""PRICE_MENTIONED"", ""PHONE_NUMBER_MENTIONED"", ""EMAIL_MENTIONED""]",SENTIMENT_NEGATIVE,"Worst stay ever, very dirty rooms. My number is 9123456789. Contact: demo@yahoo...."
R331,HOTEL_001,3,PUBLISH,[],SENTIMENT_NEUTRAL,"Average stay, decent location"
R332,HOTEL_001,3,PUBLISH,[],SENTIMENT_NEUTRAL,"Average stay, decent location"
R333,HOTEL_001,1,REJECT,"[""PHONE_NUMBER_MENTIONED"", ""LINK_MENTIONED""]",SENTIMENT_NEGATIVE,"Bad experience, noisy at night. My number is 9123456789. Check www.fakehotel.com"
R334,HOTEL_001,2,REJECT,"[""PHONE_NUMBER_MENTIONED""]",SENTIMENT_NEGATIVE,"Terrible hotel, bathroom was dirty. My number is 9123456789"
R335,HOTEL_001,2,REJECT,"[""PRICE_MENTIONED"", ""LINK_MENTIONED""]",SENTIMENT_NEGATIVE,"Terrible hotel, bathroom was dirty. Cost was ₹4500. Check www.fakehotel.com"
R336,HOTEL_001,1,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_NEGATIVE,Poor maintenance and rude staff. Cost was ₹4500
R337,HOTEL_001,3,REJECT,"[""EMAIL_MENTIONED""]",SENTIMENT_NEUTRAL,"Average stay, decent location. Email me at test@gmail.com"
R338,HOTEL_001,1,PUBLISH,[],SENTIMENT_NEGATIVE,"Bad experience, noisy at night"
R339,HOTEL_001,2,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_NEGATIVE,"Terrible hotel, bathroom was dirty. Tariff was 5000 INR"
R340,HOTEL_001,1,PUBLISH,[],SENTIMENT_NEGATIVE,Poor maintenance and rude staff
R341,HOTEL_001,4,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_POSITIVE,Amazing service and clean bathroom. Cost was ₹4500
R342,HOTEL_001,5,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_POSITIVE,"Very nice hotel, will visit again. Cost was ₹4500"
R343,HOTEL_001,3,REJECT,"[""PHONE_NUMBER_MENTIONED""]",SENTIMENT_NEUTRAL,"Hotel was okay, nothing special. My number is 9123456789"
R344,HOTEL_001,5,REJECT,"[""PHONE_NUMBER_MENTIONED""]",SENTIMENT_NEUTRAL,Loved the breakfast and the staff behavior. My number is 9123456789
R345,HOTEL_001,4,REJECT,"[""LINK_MENTIONED""]",SENTIMENT_POSITIVE,"Very nice hotel, will visit again. More details at http://spamlink.com"
R346,HOTEL_001,3,PUBLISH,[],SENTIMENT_NEUTRAL,Rooms were fine but service was slow
R347,HOTEL_001,3,PUBLISH,[],SENTIMENT_NEUTRAL,Rooms were fine but service was slow
R348,HOTEL_001,3,PUBLISH,[],SENTIMENT_NEUTRAL,"Hotel was okay, nothing special"
R349,HOTEL_001,5,PUBLISH,[],SENTIMENT_POSITIVE,"Great stay, very clean rooms and friendly staff"
R350,HOTEL_001,1,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_NEGATIVE,"Bad experience, noisy at night. Cost was ₹4500"
R351,HOTEL_001,3,PUBLISH,[],SENTIMENT_NEUTRAL,"Hotel was okay, nothing special"
R352,HOTEL_001,2,REJECT,"[""PHONE_NUMBER_MENTIONED""]",SENTIMENT_NEGATIVE,"Bad experience, noisy at night. My number is 9123456789"
R353,HOTEL_001,3,REJECT,"[""LINK_MENTIONED""]",SENTIMENT_NEUTRAL,"Hotel was okay, nothing special. Check www.fakehotel.com"
R354,HOTEL_001,5,REJECT,"[""EMAIL_MENTIONED""]",SENTIMENT_NEUTRAL,Loved the breakfast and the staff behavior. Contact: demo@yahoo.com
R355,HOTEL_001,1,REJECT,"[""PRICE_MENTIONED"", ""LINK_MENTIONED""]",SENTIMENT_NEGATIVE,"Worst stay ever, very dirty rooms. I paid 6000 per night. More details at http:/..."
R356,HOTEL_001,1,PUBLISH,[],SENTIMENT_POSITIVE,"Not good, rooms were smelly"
R357,HOTEL_001,2,REJECT,"[""PRICE_MENTIONED"", ""LINK_MENTIONED""]",SENTIMENT_NEGATIVE,"Worst stay ever, very dirty rooms. More details at http://spamlink.com"
R358,HOTEL_001,4,REJECT,"[""LINK_MENTIONED""]",SENTIMENT_NEUTRAL,Loved the breakfast and the staff behavior. Price is too high for this hotel. Mo...
R359,HOTEL_001,4,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_NEUTRAL,Loved the breakfast and the staff behavior. Tariff was 5000 INR
R360,HOTEL_001,3,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_NEUTRAL,"Average stay, decent location. Cost was ₹4500"
R361,HOTEL_001,2,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_NEGATIVE,"Worst stay ever, very dirty rooms"
R362,HOTEL_001,2,PUBLISH,[],SENTIMENT_NEGATIVE,"Bad experience, noisy at night"
R363,HOTEL_001,4,REJECT,"[""PRICE_MENTIONED"", ""PHONE_NUMBER_MENTIONED""]",SENTIMENT_POSITIVE,Excellent hotel with nice location. I paid 6000 per night. Call me at 9876543210
R364,HOTEL_001,3,REJECT,"[""EMAIL_MENTIONED""]",SENTIMENT_NEUTRAL,Rooms were fine but service was slow. Email me at test@gmail.com
R365,HOTEL_001,3,PUBLISH,[],SENTIMENT_NEUTRAL,Rooms were fine but service was slow
R366,HOTEL_001,2,PUBLISH,[],SENTIMENT_NEGATIVE,"Bad experience, noisy at night"
R367,HOTEL_001,3,PUBLISH,[],SENTIMENT_NEUTRAL,"Hotel was okay, nothing special"
R368,HOTEL_001,1,REJECT,"[""EMAIL_MENTIONED""]",SENTIMENT_POSITIVE,"Not good, rooms were smelly. Contact: demo@yahoo.com"
R369,HOTEL_001,5,PUBLISH,[],SENTIMENT_POSITIVE,"Very nice hotel, will visit again"
R370,HOTEL_001,4,REJECT,"[""LINK_MENTIONED""]",SENTIMENT_POSITIVE,"Great stay, very clean rooms and friendly staff. Check www.fakehotel.com"
R371,HOTEL_001,1,PUBLISH,[],SENTIMENT_NEGATIVE,"Bad experience, noisy at night"
R372,HOTEL_001,4,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_POSITIVE,"Great stay, very clean rooms and friendly staff. Tariff was 5000 INR"
R373,HOTEL_001,1,REJECT,"[""LINK_MENTIONED""]",SENTIMENT_POSITIVE,"Not good, rooms were smelly. More details at http://spamlink.com"
R374,HOTEL_001,5,PUBLISH,[],SENTIMENT_POSITIVE,Excellent hotel with nice location
R375,HOTEL_001,2,PUBLISH,[],SENTIMENT_POSITIVE,"Not good, rooms were smelly"
R376,HOTEL_001,3,REJECT,"[""LINK_MENTIONED""]",SENTIMENT_POSITIVE,"Nothing great, nothing terrible. Check www.fakehotel.com"
R377,HOTEL_001,3,REJECT,"[""PHONE_NUMBER_MENTIONED""]",SENTIMENT_NEUTRAL,"Okay experience, food was average. Call me at 9876543210"
R378,HOTEL_001,5,REJECT,"[""PHONE_NUMBER_MENTIONED""]",SENTIMENT_NEUTRAL,Loved the breakfast and the staff behavior. My number is 9123456789
R379,HOTEL_001,2,REJECT,"[""PHONE_NUMBER_MENTIONED""]",SENTIMENT_POSITIVE,"Not good, rooms were smelly. My number is 9123456789"
R380,HOTEL_001,3,PUBLISH,[],SENTIMENT_POSITIVE,"Nothing great, nothing terrible"
R381,HOTEL_001,4,PUBLISH,[],SENTIMENT_NEUTRAL,Loved the breakfast and the staff behavior
R382,HOTEL_001,3,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_NEUTRAL,"Hotel was okay, nothing special. Tariff was 5000 INR"
R383,HOTEL_001,1,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_NEGATIVE,"Worst stay ever, very dirty rooms. Cost was ₹4500"
R384,HOTEL_001,2,PUBLISH,[],SENTIMENT_NEGATIVE,"Bad experience, noisy at night"
R385,HOTEL_001,1,REJECT,"[""EMAIL_MENTIONED""]",SENTIMENT_POSITIVE,"Not good, rooms were smelly. Contact: demo@yahoo.com"
R386,HOTEL_001,1,REJECT,"[""PRICE_MENTIONED"", ""PHONE_NUMBER_MENTIONED""]",SENTIMENT_NEGATIVE,"Bad experience, noisy at night. I paid 6000 per night. Call me at 9876543210"
R387,HOTEL_001,5,PUBLISH,[],SENTIMENT_POSITIVE,"Great stay, very clean rooms and friendly staff"
R388,HOTEL_001,4,PUBLISH,[],SENTIMENT_POSITIVE,Amazing service and clean bathroom
R389,HOTEL_001,5,REJECT,"[""LINK_MENTIONED""]",SENTIMENT_POSITIVE,"Great stay, very clean rooms and friendly staff. More details at http://spamlink..."
R390,HOTEL_001,4,PUBLISH,[],SENTIMENT_NEUTRAL,Loved the breakfast and the staff behavior
R391,HOTEL_001,2,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_POSITIVE,"Not good, rooms were smelly. Tariff was 5000 INR"
R392,HOTEL_001,2,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_POSITIVE,"Not good, rooms were smelly. Cost was ₹4500"
R393,HOTEL_001,3,PUBLISH,[],SENTIMENT_NEUTRAL,Rooms were fine but service was slow
R394,HOTEL_001,1,REJECT,"[""PHONE_NUMBER_MENTIONED""]",SENTIMENT_POSITIVE,"Not good, rooms were smelly. Call me at 9876543210"
R395,HOTEL_001,3,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_NEUTRAL,"Okay experience, food was average. Cost was ₹4500"
R396,HOTEL_001,3,REJECT,"[""EMAIL_MENTIONED""]",SENTIMENT_POSITIVE,"Nothing great, nothing terrible. Contact: demo@yahoo.com"
R397,HOTEL_001,5,PUBLISH,[],SENTIMENT_POSITIVE,Excellent hotel with nice location
R398,HOTEL_001,3,REJECT,"[""PHONE_NUMBER_MENTIONED""]",SENTIMENT_POSITIVE,"Nothing great, nothing terrible. Price is too high for this hotel. Call me at 98..."
R399,HOTEL_001,4,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_POSITIVE,Excellent hotel with nice location. Cost was ₹4500
R400,HOTEL_001,4,PUBLISH,[],SENTIMENT_POSITIVE,"Great stay, very clean rooms and friendly staff"
R401,HOTEL_001,2,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_NEGATIVE,"Worst stay ever, very dirty rooms"
R402,HOTEL_001,1,REJECT,"[""PRICE_MENTIONED""]",SENTIMENT_NEGATIVE,Poor maintenance and rude staff. I paid 6000 per night
R403,HOTEL_001,3,PUBLISH,[],SENTIMENT_POSITIVE,"Nothing great, nothing terrible"
R404,HOTEL_001,5,PUBLISH,[],SENTIMENT_POSITIVE,Excellent hotel with nice location
R405,HOTEL_001,4,PUBLISH,[],SENTIMENT_NEUTRAL,Loved the breakfast and the staff behavior
